Kode Unit Motor,Tahun Kendaraan,Kilometer,Usia_Kendaraan,Kondisi_Oli,Kondisi_Rem,KM_Terakhir_Ganti_Oli,Bulan_Terakhir_Ganti_Oli,KM_Per_Tahun,Jumlah_Keluhan,Jns Service
XSR 155,2019,29437,3,Kritis,Perlu Penggantian,2240,9,9812,1,rutin
ALL-NEW-AEROX,2018,39875,4,Perlu Ganti,Perlu Penggantian,1650,5,9968,3,repair
LEXI,2020,15000,2,Baik,Baik,961,2,7500,0,rutin
NMAX-NEO-S,2019,22698,3,Kritis,Perlu Penyetelan,5996,9,7566,1,repair
X-MAX-CONNEC,2018,44458,4,Perlu Ganti,Perlu Penggantian,2385,6,11114,2,repair
FREE-GO-S,2021,7183,1,Baik,Baik,534,1,7183,0,rutin
ALL-NEW-NMAX,2022,28,0,Baik,Baik,1,1,28,0,rutin
FREE-GO-S,2022,100,0,Baik,Baik,73,1,100,0,rutin
X-MAX-CONNEC,2019,42332,3,Baik,Perlu Penggantian,909,1,14110,0,rutin
X-MAX-CONNEC,2019,30925,3,Perlu Ganti,Perlu Penggantian,2179,5,10308,2,repair
ALL-NEW-AEROX,2022,0,0,Baik,Baik,0,3,0,0,rutin
X-MAX-CONNEC,2020,29472,2,Kritis,Perlu Penggantian,761,10,14736,0,rutin
ALL-NEW-AEROX,2018,33232,4,Baik,Perlu Penggantian,870,1,8308,1,repair
MIO,2021,11750,1,Kritis,Baik,8051,10,11750,0,rutin
MIO,2019,31196,3,Baik,Perlu Penggantian,1715,2,10398,0,rutin
MIO,2020,16597,2,Perlu Ganti,Perlu Penyetelan,1628,6,8298,1,repair
NMAX-NEO-S,2020,16872,2,Kritis,Perlu Penyetelan,4573,8,8436,0,rutin
ALL-NEW-AEROX,2020,26431,2,Kritis,Perlu Penggantian,3170,7,13215,0,rutin
X-MAX-CONNEC,2019,37528,3,Kritis,Perlu Penggantian,2754,11,12509,4,repair
LEXI,2018,27559,4,Baik,Perlu Penggantian,824,1,6889,1,repair
MIO,2018,46842,4,Kritis,Perlu Penggantian,3444,8,11710,0,rutin
NMAX-NEO-S,2022,0,0,Baik,Baik,0,4,0,0,rutin
LEXI,2019,16798,3,Kritis,Perlu Penyetelan,5829,10,5599,1,repair
NMAX-NEO-S,2021,8690,1,Baik,Baik,189,3,8690,0,rutin
MIO-M3 125,2022,245,0,Perlu Ganti,Baik,178,5,245,0,rutin
MIO,2020,20243,2,Kritis,Perlu Penyetelan,4671,6,10121,1,repair
ALL-NEW-NMAX,2022,324,0,Kritis,Baik,0,8,324,2,repair
ALL-NEW-NMAX,2019,21447,3,Kritis,Perlu Penyetelan,5305,7,7149,2,repair
XSR 155,2018,50380,4,Kritis,Perlu Penggantian,5286,11,12595,3,repair
MIO,2022,0,0,Kritis,Baik,0,9,0,0,rutin
MIO,2021,7083,1,Kritis,Baik,3199,12,7083,0,rutin
ALL-NEW-AEROX,2018,43804,4,Kritis,Perlu Penggantian,3013,7,10951,3,repair
MIO-M3 125,2019,21995,3,Perlu Ganti,Perlu Penyetelan,2042,7,7331,0,rutin
ALL-NEW-NMAX,2019,31567,3,Baik,Perlu Penggantian,1495,4,10522,1,repair
NMAX-NEO-S,2018,59106,4,Baik,Perlu Penggantian,16,3,14776,1,rutin
MT-15,2018,52695,4,Kritis,Perlu Penggantian,5611,7,13173,3,repair
LEXI,2022,0,0,Baik,Baik,0,4,0,0,rutin
FREE-GO-S,2018,24580,4,Perlu Ganti,Perlu Penggantian,2259,3,6145,2,repair
FILANO-NEO,2020,16426,2,Baik,Perlu Penyetelan,503,3,8213,0,rutin
NMAX-NEO-S,2019,44601,3,Perlu Ganti,Perlu Penggantian,2909,5,14867,0,rutin
FAZZIO-NEO-HY,2018,35942,4,Kritis,Perlu Penggantian,6489,7,8985,3,repair
FREE-GO-S,2022,0,0,Perlu Ganti,Baik,0,5,0,0,rutin
ALL-NEW-NMAX,2020,12502,2,Kritis,Baik,6597,12,6251,1,repair
XSR 155,2019,23050,3,Kritis,Perlu Penyetelan,4498,12,7683,0,rutin
FILANO-NEO,2022,257,0,Perlu Ganti,Baik,230,6,257,0,rutin
FREE-GO-S,2019,16364,3,Kritis,Perlu Penyetelan,863,12,5454,2,repair
XSR 155,2022,129,0,Kritis,Baik,25,10,129,2,repair
FREE-GO-S,2018,37866,4,Kritis,Perlu Penggantian,2791,11,9466,3,repair
ALL-NEW-AEROX,2018,58995,4,Kritis,Perlu Penggantian,3813,7,14748,2,repair
ALL-NEW-NMAX,2020,18154,2,Kritis,Perlu Penyetelan,3333,8,9077,1,repair
NMAX-NEO-S,2021,15567,1,Kritis,Perlu Penyetelan,4107,6,15567,1,repair
R15,2022,297,0,Baik,Baik,123,4,297,0,rutin
MIO,2018,47285,4,Kritis,Perlu Penggantian,7275,12,11821,2,repair
LEXI,2022,475,0,Baik,Baik,441,4,475,0,rutin
NMAX-NEO-S,2020,27778,2,Baik,Perlu Penggantian,49,1,13889,2,repair
LEXI,2018,36791,4,Perlu Ganti,Perlu Penggantian,160,6,9197,2,rutin
X-MAX-CONNEC,2022,0,0,Kritis,Baik,0,11,0,0,rutin
NMAX-NEO-S,2019,35657,3,Kritis,Perlu Penggantian,1850,11,11885,3,rutin
MIO-M3 125,2022,0,0,Kritis,Baik,0,10,0,1,repair
ALL-NEW-NMAX,2018,21065,4,Kritis,Perlu Penggantian,5878,12,5266,3,repair
MIO,2022,450,0,Baik,Baik,130,2,450,0,rutin
FREE-GO-S,2021,9643,1,Baik,Baik,129,2,9643,0,rutin
FREE-GO-S,2019,22329,3,Perlu Ganti,Perlu Penyetelan,1472,7,7443,2,repair
FREE-GO-S,2021,10236,1,Kritis,Baik,231,8,10236,0,rutin
MIO-M3 125,2021,6079,1,Kritis,Baik,5178,7,6079,2,repair
XSR 155,2021,12206,1,Kritis,Baik,2446,11,12206,2,repair
MIO-M3 125,2022,0,0,Perlu Ganti,Baik,0,6,0,0,rutin
X-MAX-CONNEC,2018,34742,4,Baik,Perlu Penggantian,565,3,8685,1,repair
MIO-M3 125,2020,18334,2,Baik,Perlu Penyetelan,1026,1,9167,0,rutin
ALL-NEW-AEROX,2020,28148,2,Perlu Ganti,Perlu Penggantian,2726,3,14074,3,repair
X-MAX-CONNEC,2022,318,0,Kritis,Baik,182,11,318,1,repair
R15,2018,34907,4,Perlu Ganti,Perlu Penggantian,1474,7,8726,0,rutin
MIO-M3 125,2022,0,0,Kritis,Baik,0,10,0,0,rutin
ALL-NEW-NMAX,2021,8203,1,Kritis,Baik,1664,8,8203,1,rutin
ALL-NEW-AEROX,2018,29162,4,Kritis,Perlu Penggantian,6935,10,7290,3,repair
X-MAX-CONNEC,2022,308,0,Kritis,Baik,44,9,308,2,repair
NMAX-NEO-S,2020,28274,2,Kritis,Perlu Penggantian,2310,8,14137,0,rutin
VIXION,2019,40198,3,Perlu Ganti,Perlu Penggantian,1169,6,13399,3,repair
NMAX-NEO-S,2022,0,0,Baik,Baik,0,1,0,0,rutin
ALL-NEW-NMAX,2022,0,0,Perlu Ganti,Baik,0,6,0,0,rutin
ALL-NEW-NMAX,2019,21091,3,Kritis,Perlu Penyetelan,1246,8,7030,3,repair
ALL-NEW-AEROX,2022,0,0,Baik,Baik,0,4,0,0,rutin
VIXION,2021,10695,1,Kritis,Baik,9129,11,10695,1,repair
FAZZIO-NEO-HY,2019,27559,3,Perlu Ganti,Perlu Penggantian,270,7,9186,0,rutin
X-MAX-CONNEC,2022,424,0,Baik,Baik,184,4,424,0,rutin
MIO-M3 125,2022,0,0,Baik,Baik,0,2,0,0,rutin
XSR 155,2020,24614,2,Kritis,Perlu Penyetelan,4180,8,12307,2,repair
FILANO-NEO,2018,24056,4,Perlu Ganti,Perlu Penggantian,1903,2,6014,1,repair
FREE-GO-S,2020,12802,2,Baik,Baik,159,1,6401,0,rutin
MIO-M3 125,2020,10845,2,Kritis,Baik,1175,9,5422,0,rutin
FAZZIO-NEO-HY,2019,21841,3,Kritis,Perlu Penyetelan,7132,11,7280,1,repair
MIO-M3 125,2019,17393,3,Kritis,Perlu Penyetelan,3356,7,5797,0,rutin
NMAX-NEO-S,2021,13704,1,Baik,Baik,1637,4,13704,0,rutin
ALL-NEW-AEROX,2020,19902,2,Kritis,Perlu Penyetelan,2468,10,9951,2,repair
MT-15,2019,38974,3,Baik,Perlu Penggantian,8,1,12991,1,repair
X-MAX-CONNEC,2019,26084,3,Perlu Ganti,Perlu Penggantian,1592,6,8694,2,repair
LEXI,2022,7,0,Perlu Ganti,Baik,5,7,7,0,rutin
MIO-M3 125,2022,0,0,Kritis,Baik,0,11,0,1,rutin
NMAX-NEO-S,2018,29140,4,Perlu Ganti,Perlu Penggantian,1809,2,7285,1,repair
NMAX-NEO-S,2022,125,0,Baik,Baik,61,3,125,0,rutin
FAZZIO-NEO-HY,2021,10301,1,Perlu Ganti,Baik,2015,7,10301,0,rutin
LEXI,2020,19823,2,Kritis,Perlu Penyetelan,9311,12,9911,1,repair
FAZZIO-NEO-HY,2019,28140,3,Kritis,Perlu Penggantian,7100,12,9380,0,rutin
LEXI,2020,15444,2,Kritis,Perlu Penyetelan,3652,5,7722,1,rutin
FREE-GO-S,2018,34224,4,Kritis,Perlu Penggantian,1465,8,8556,3,repair
MIO,2022,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
MIO-M3 125,2018,42903,4,Kritis,Perlu Penggantian,6422,11,10725,2,repair
VIXION,2021,9970,1,Perlu Ganti,Baik,76,7,9970,1,repair
FREE-GO-S,2019,17508,3,Perlu Ganti,Perlu Penyetelan,1105,5,5836,0,rutin
XSR 155,2020,20328,2,Kritis,Perlu Penyetelan,8644,11,10164,2,repair
MIO,2019,21219,3,Kritis,Perlu Penyetelan,3204,9,7073,0,rutin
ALL-NEW-AEROX,2022,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
LEXI,2019,15873,3,Kritis,Perlu Penyetelan,7642,10,5291,1,repair
NMAX-NEO-S,2019,33906,3,Kritis,Perlu Penggantian,4124,6,11302,4,repair
NMAX-NEO-S,2020,17497,2,Kritis,Perlu Penyetelan,1730,11,8748,3,repair
ALL-NEW-NMAX,2022,2,0,Kritis,Baik,0,12,2,2,rutin
XSR 155,2018,33714,4,Kritis,Perlu Penggantian,6119,10,8428,4,repair
MIO,2021,12414,1,Kritis,Baik,6162,10,12414,2,repair
ALL-NEW-NMAX,2021,7268,1,Perlu Ganti,Baik,2824,7,7268,0,rutin
MIO,2020,13030,2,Kritis,Baik,2625,12,6515,2,repair
MIO,2018,42188,4,Kritis,Perlu Penggantian,6698,10,10547,3,repair
R15,2019,29653,3,Kritis,Perlu Penggantian,8115,12,9884,3,repair
MT-15,2021,10441,1,Baik,Baik,1105,1,10441,0,rutin
MIO,2022,0,0,Baik,Baik,0,3,0,0,rutin
VIXION,2022,0,0,Kritis,Baik,0,8,0,2,repair
R15,2018,57613,4,Kritis,Perlu Penggantian,9562,12,14403,3,repair
XSR 155,2022,279,0,Kritis,Baik,234,8,279,2,repair
LEXI,2018,41685,4,Baik,Perlu Penggantian,38,1,10421,1,repair
X-MAX-CONNEC,2020,24100,2,Kritis,Perlu Penyetelan,7230,11,12050,0,rutin
FAZZIO-NEO-HY,2019,16902,3,Kritis,Perlu Penyetelan,1985,11,5634,0,rutin
X-MAX-CONNEC,2021,9135,1,Perlu Ganti,Baik,1905,3,9135,0,rutin
FAZZIO-NEO-HY,2018,27037,4,Perlu Ganti,Perlu Penggantian,2592,6,6759,1,repair
ALL-NEW-NMAX,2021,5010,1,Baik,Baik,868,4,5010,0,rutin
LEXI,2019,22773,3,Kritis,Perlu Penyetelan,4731,7,7591,3,repair
LEXI,2018,30222,4,Kritis,Perlu Penggantian,2585,8,7555,3,repair
FILANO-NEO,2018,21424,4,Kritis,Perlu Penggantian,3897,8,5356,0,rutin
ALL-NEW-NMAX,2020,16359,2,Kritis,Perlu Penyetelan,3321,11,8179,1,repair
FILANO-NEO,2022,334,0,Baik,Baik,240,1,334,0,rutin
X-MAX-CONNEC,2019,40797,3,Perlu Ganti,Perlu Penggantian,1917,6,13599,3,repair
ALL-NEW-AEROX,2019,28227,3,Baik,Perlu Penggantian,727,2,9409,2,repair
LEXI,2018,37672,4,Kritis,Perlu Penggantian,3040,7,9418,3,repair
LEXI,2020,18593,2,Kritis,Perlu Penyetelan,4434,7,9296,0,rutin
NMAX-NEO-S,2020,19040,2,Kritis,Perlu Penyetelan,1000,9,9520,1,rutin
X-MAX-CONNEC,2020,29747,2,Kritis,Perlu Penggantian,4990,10,14873,2,repair
ALL-NEW-NMAX,2021,8627,1,Kritis,Baik,3479,5,8627,2,repair
NMAX-NEO-S,2019,39014,3,Perlu Ganti,Perlu Penggantian,1930,5,13004,3,repair
MIO,2022,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
MIO-M3 125,2022,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
X-MAX-CONNEC,2019,29175,3,Kritis,Perlu Penggantian,5516,12,9725,4,repair
X-MAX-CONNEC,2020,15288,2,Kritis,Perlu Penyetelan,6401,9,7644,1,rutin
MIO,2020,18093,2,Perlu Ganti,Perlu Penyetelan,2589,3,9046,0,rutin
MIO-M3 125,2020,12530,2,Kritis,Baik,562,8,6265,2,repair
LEXI,2018,36698,4,Kritis,Perlu Penggantian,3917,7,9174,2,repair
LEXI,2021,9500,1,Kritis,Baik,1950,11,9500,0,rutin
ALL-NEW-AEROX,2020,14830,2,Perlu Ganti,Baik,987,7,7415,0,rutin
ALL-NEW-AEROX,2018,32013,4,Kritis,Perlu Penggantian,3895,6,8003,2,repair
ALL-NEW-AEROX,2021,8934,1,Kritis,Baik,5005,9,8934,1,rutin
MIO-M3 125,2021,6097,1,Kritis,Baik,147,9,6097,1,repair
ALL-NEW-NMAX,2020,18069,2,Perlu Ganti,Perlu Penyetelan,1884,3,9034,1,rutin
ALL-NEW-NMAX,2018,37033,4,Baik,Perlu Penggantian,677,4,9258,1,repair
XSR 155,2022,355,0,Baik,Baik,137,2,355,0,rutin
LEXI,2019,20284,3,Kritis,Perlu Penyetelan,1771,9,6761,1,repair
LEXI,2022,464,0,Baik,Baik,302,1,464,0,rutin
MIO,2021,9617,1,Kritis,Baik,5291,12,9617,2,repair
X-MAX-CONNEC,2019,28881,3,Perlu Ganti,Perlu Penggantian,2530,6,9627,3,repair
MIO-M3 125,2019,29412,3,Kritis,Perlu Penggantian,6631,11,9804,3,repair
MT-15,2021,11370,1,Kritis,Baik,365,9,11370,1,repair
MIO,2021,9149,1,Kritis,Baik,644,9,9149,2,repair
R15,2020,28109,2,Kritis,Perlu Penggantian,9308,12,14054,4,repair
X-MAX-CONNEC,2019,39926,3,Kritis,Perlu Penggantian,497,12,13308,1,rutin
NMAX-NEO-S,2022,0,0,Kritis,Baik,0,10,0,2,repair
MIO-M3 125,2022,0,0,Kritis,Baik,0,10,0,1,rutin
MIO-M3 125,2019,21154,3,Baik,Perlu Penyetelan,289,3,7051,0,rutin
LEXI,2019,29131,3,Kritis,Perlu Penggantian,7098,10,9710,2,repair
ALL-NEW-AEROX,2021,12280,1,Kritis,Baik,5257,8,12280,0,rutin
NMAX-NEO-S,2019,27259,3,Kritis,Perlu Penggantian,5242,12,9086,1,rutin
MIO,2022,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
ALL-NEW-NMAX,2019,18504,3,Baik,Perlu Penyetelan,952,4,6168,0,rutin
X-MAX-CONNEC,2020,27096,2,Perlu Ganti,Perlu Penggantian,2383,3,13548,2,repair
ALL-NEW-AEROX,2019,44190,3,Perlu Ganti,Perlu Penggantian,2366,4,14730,2,repair
ALL-NEW-NMAX,2020,19483,2,Perlu Ganti,Perlu Penyetelan,2726,3,9741,1,repair
MIO-M3 125,2020,16312,2,Kritis,Perlu Penyetelan,3565,12,8156,0,rutin
ALL-NEW-AEROX,2022,0,0,Perlu Ganti,Baik,0,5,0,0,rutin
R15,2021,8315,1,Kritis,Baik,4841,7,8315,0,rutin
LEXI,2022,298,0,Baik,Baik,244,1,298,0,rutin
FILANO-NEO,2020,20944,2,Kritis,Perlu Penyetelan,6280,9,10472,2,repair
X-MAX-CONNEC,2021,14498,1,Perlu Ganti,Baik,239,7,14498,0,rutin
X-MAX-CONNEC,2019,42871,3,Kritis,Perlu Penggantian,5056,12,14290,2,repair
LEXI,2018,21842,4,Kritis,Perlu Penggantian,4539,12,5460,3,repair
XSR 155,2022,0,0,Kritis,Baik,0,10,0,2,repair
X-MAX-CONNEC,2022,0,0,Kritis,Baik,0,9,0,0,rutin
MIO,2020,11406,2,Kritis,Baik,5710,10,5703,1,repair
ALL-NEW-AEROX,2019,35572,3,Kritis,Perlu Penggantian,1595,9,11857,3,repair
NMAX-NEO-S,2018,64053,4,Baik,Perlu Penggantian,819,1,16013,2,repair
LEXI,2021,5283,1,Kritis,Baik,1368,12,5283,2,repair
MT-15,2022,0,0,Perlu Ganti,Baik,0,5,0,0,rutin
NMAX-NEO-S,2021,13729,1,Kritis,Baik,3938,11,13729,1,repair
XSR 155,2021,12099,1,Baik,Baik,1447,1,12099,0,rutin
NMAX-NEO-S,2020,17804,2,Baik,Perlu Penyetelan,359,1,8902,0,rutin
LEXI,2018,35893,4,Kritis,Perlu Penggantian,714,8,8973,2,repair
XSR 155,2022,0,0,Kritis,Baik,0,8,0,2,repair
NMAX-NEO-S,2018,55648,4,Kritis,Perlu Penggantian,6578,9,13912,2,repair
ALL-NEW-NMAX,2018,27086,4,Kritis,Perlu Penggantian,3336,5,6771,2,repair
MIO-M3 125,2018,25298,4,Kritis,Perlu Penggantian,1499,11,6324,2,repair
MIO-M3 125,2019,29843,3,Kritis,Perlu Penggantian,6344,10,9947,3,rutin
MIO,2021,6563,1,Kritis,Baik,2407,9,6563,0,rutin
MIO-M3 125,2020,17825,2,Kritis,Perlu Penyetelan,3519,8,8912,2,repair
NMAX-NEO-S,2018,43783,4,Kritis,Perlu Penggantian,2913,11,10945,4,repair
MT-15,2018,29268,4,Kritis,Perlu Penggantian,8092,10,7317,2,repair
LEXI,2022,0,0,Kritis,Baik,0,12,0,1,repair
ALL-NEW-NMAX,2020,12688,2,Kritis,Baik,610,10,6344,0,rutin
LEXI,2022,445,0,Baik,Baik,27,2,445,0,rutin
ALL-NEW-NMAX,2021,8347,1,Kritis,Baik,3979,6,8347,0,rutin
NMAX-NEO-S,2022,428,0,Baik,Baik,63,4,428,0,rutin
X-MAX-CONNEC,2018,30589,4,Kritis,Perlu Penggantian,4658,8,7647,3,repair
ALL-NEW-NMAX,2022,387,0,Perlu Ganti,Baik,210,7,387,0,rutin
ALL-NEW-AEROX,2022,0,0,Kritis,Baik,0,12,0,2,repair
NMAX-NEO-S,2019,42497,3,Baik,Perlu Penggantian,949,2,14165,2,repair
XSR 155,2022,88,0,Kritis,Baik,76,11,88,1,repair
XSR 155,2018,47427,4,Kritis,Perlu Penggantian,4931,6,11856,4,repair
MIO-M3 125,2021,7131,1,Baik,Baik,333,2,7131,0,rutin
MIO-M3 125,2022,471,0,Kritis,Baik,64,11,471,1,rutin
FREE-GO-S,2019,27714,3,Baik,Perlu Penggantian,366,1,9238,0,rutin
NMAX-NEO-S,2019,28529,3,Baik,Perlu Penggantian,534,2,9509,1,repair
NMAX-NEO-S,2022,473,0,Perlu Ganti,Baik,179,7,473,1,rutin
MIO-M3 125,2018,36134,4,Perlu Ganti,Perlu Penggantian,2433,3,9033,2,repair
MIO,2022,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
ALL-NEW-AEROX,2020,24502,2,Baik,Perlu Penyetelan,1564,3,12251,2,repair
NMAX-NEO-S,2019,23449,3,Kritis,Perlu Penyetelan,9686,12,7816,1,repair
ALL-NEW-AEROX,2021,10586,1,Kritis,Baik,4406,8,10586,1,rutin
MT-15,2022,0,0,Baik,Baik,0,2,0,0,rutin
NMAX-NEO-S,2019,45655,3,Baik,Perlu Penggantian,1390,3,15218,2,repair
ALL-NEW-AEROX,2022,0,0,Baik,Baik,0,1,0,0,rutin
XSR 155,2022,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
LEXI,2019,23784,3,Kritis,Perlu Penyetelan,584,10,7928,1,repair
MIO,2022,331,0,Baik,Baik,295,1,331,0,rutin
XSR 155,2019,34585,3,Baik,Perlu Penggantian,977,3,11528,2,rutin
MIO,2019,30762,3,Kritis,Perlu Penggantian,4364,9,10254,1,rutin
FAZZIO-NEO-HY,2020,15829,2,Kritis,Perlu Penyetelan,7455,12,7914,3,repair
LEXI,2019,16496,3,Kritis,Perlu Penyetelan,7554,12,5498,1,repair
MIO,2022,0,0,Baik,Baik,0,1,0,0,rutin
NMAX-NEO-S,2019,41964,3,Kritis,Perlu Penggantian,6312,11,13988,3,repair
NMAX-NEO-S,2020,27405,2,Perlu Ganti,Perlu Penggantian,2492,6,13702,1,repair
ALL-NEW-NMAX,2020,11828,2,Kritis,Baik,5110,10,5914,2,repair
R15,2020,17282,2,Kritis,Perlu Penyetelan,3069,5,8641,2,repair
ALL-NEW-NMAX,2018,38121,4,Kritis,Perlu Penggantian,1207,11,9530,2,repair
ALL-NEW-AEROX,2018,49587,4,Baik,Perlu Penggantian,1145,4,12396,2,repair
MIO-M3 125,2022,87,0,Kritis,Baik,38,12,87,2,rutin
ALL-NEW-AEROX,2021,14908,1,Baik,Baik,675,4,14908,0,rutin
MT-15,2019,19539,3,Baik,Perlu Penyetelan,862,3,6513,1,repair
MIO,2019,29118,3,Kritis,Perlu Penggantian,701,10,9706,2,repair
MIO-M3 125,2022,291,0,Kritis,Baik,34,12,291,1,repair
X-MAX-CONNEC,2021,15416,1,Kritis,Perlu Penyetelan,4444,12,15416,0,rutin
XSR 155,2018,45546,4,Baik,Perlu Penggantian,757,3,11386,1,repair
FREE-GO-S,2020,17688,2,Kritis,Perlu Penyetelan,3769,8,8844,3,repair
XSR 155,2018,46045,4,Perlu Ganti,Perlu Penggantian,205,5,11511,2,repair
MIO,2019,30958,3,Kritis,Perlu Penggantian,2969,10,10319,4,repair
X-MAX-CONNEC,2020,28756,2,Kritis,Perlu Penggantian,5413,9,14378,4,repair
R15,2018,35383,4,Baik,Perlu Penggantian,439,1,8845,1,repair
MIO-M3 125,2018,36770,4,Kritis,Perlu Penggantian,3629,6,9192,3,repair
FREE-GO-S,2018,36471,4,Kritis,Perlu Penggantian,674,12,9117,3,repair
MIO,2019,34091,3,Baik,Perlu Penggantian,290,2,11363,0,rutin
LEXI,2020,9681,2,Kritis,Baik,3716,5,4840,2,repair
MIO,2018,29957,4,Kritis,Perlu Penggantian,8495,10,7489,2,repair
XSR 155,2018,54878,4,Kritis,Perlu Penggantian,4701,5,13719,3,repair
ALL-NEW-AEROX,2022,0,0,Perlu Ganti,Baik,0,6,0,1,rutin
ALL-NEW-NMAX,2022,0,0,Kritis,Baik,0,10,0,1,rutin
FREE-GO-S,2020,15500,2,Kritis,Perlu Penyetelan,5458,11,7750,2,repair
LEXI,2022,0,0,Baik,Baik,0,2,0,0,rutin
NMAX-NEO-S,2022,0,0,Perlu Ganti,Baik,0,6,0,1,rutin
FREE-GO-S,2021,4725,1,Baik,Baik,1428,2,4725,0,rutin
ALL-NEW-NMAX,2022,243,0,Kritis,Baik,85,8,243,1,repair
MIO,2020,24955,2,Baik,Perlu Penyetelan,645,1,12477,0,rutin
FREE-GO-S,2020,19468,2,Baik,Perlu Penyetelan,1283,2,9734,0,rutin
FREE-GO-S,2020,16503,2,Perlu Ganti,Perlu Penyetelan,2816,4,8251,0,rutin
MIO,2021,9555,1,Kritis,Baik,6052,8,9555,1,repair
ALL-NEW-AEROX,2019,31311,3,Baik,Perlu Penggantian,69,2,10437,1,repair
ALL-NEW-NMAX,2022,0,0,Baik,Baik,0,1,0,0,rutin
XSR 155,2020,17199,2,Kritis,Perlu Penyetelan,4716,10,8599,2,repair
ALL-NEW-AEROX,2018,59971,4,Kritis,Perlu Penggantian,4525,9,14992,3,repair
FAZZIO-NEO-HY,2021,8189,1,Kritis,Baik,1408,11,8189,1,rutin
FREE-GO-S,2018,20757,4,Kritis,Perlu Penggantian,7245,12,5189,3,repair
ALL-NEW-NMAX,2022,0,0,Baik,Baik,0,2,0,0,rutin
FREE-GO-S,2019,27022,3,Baik,Perlu Penggantian,687,3,9007,2,repair
LEXI,2022,129,0,Kritis,Baik,79,12,129,1,repair
NMAX-NEO-S,2019,36584,3,Kritis,Perlu Penggantian,2666,9,12194,4,repair
NMAX-NEO-S,2022,209,0,Kritis,Baik,163,9,209,2,repair
R15,2019,25931,3,Kritis,Perlu Penggantian,2195,9,8643,3,repair
X-MAX-CONNEC,2020,28636,2,Kritis,Perlu Penggantian,4912,9,14318,3,repair
ALL-NEW-AEROX,2020,18016,2,Baik,Perlu Penyetelan,309,4,9008,0,rutin
ALL-NEW-NMAX,2022,0,0,Kritis,Baik,0,8,0,1,repair
NMAX-NEO-S,2020,25511,2,Kritis,Perlu Penggantian,4264,10,12755,3,repair
LEXI,2019,15565,3,Perlu Ganti,Perlu Penyetelan,2160,5,5188,1,repair
NMAX-NEO-S,2018,41921,4,Kritis,Perlu Penggantian,2873,8,10480,3,repair
FAZZIO-NEO-HY,2022,0,0,Perlu Ganti,Baik,0,5,0,1,repair
MIO-M3 125,2022,395,0,Kritis,Baik,3,8,395,0,rutin
X-MAX-CONNEC,2022,0,0,Kritis,Baik,0,8,0,2,repair
MT-15,2020,25357,2,Baik,Perlu Penggantian,1180,1,12678,1,repair
X-MAX-CONNEC,2021,8471,1,Kritis,Baik,6619,10,8471,2,repair
R15,2019,36125,3,Kritis,Perlu Penggantian,3063,8,12041,3,repair
MIO,2022,0,0,Baik,Baik,0,4,0,0,rutin
R15,2022,302,0,Kritis,Baik,219,12,302,0,rutin
R15,2021,13092,1,Perlu Ganti,Baik,2627,5,13092,0,rutin
FILANO-NEO,2018,32025,4,Baik,Perlu Penggantian,1641,2,8006,1,repair
ALL-NEW-NMAX,2022,405,0,Kritis,Baik,346,12,405,2,repair
X-MAX-CONNEC,2019,30072,3,Kritis,Perlu Penggantian,4347,10,10024,3,repair
ALL-NEW-NMAX,2019,14958,3,Kritis,Perlu Penyetelan,4766,7,4986,1,repair
MT-15,2019,42249,3,Kritis,Perlu Penggantian,7821,12,14083,3,repair
ALL-NEW-NMAX,2018,20103,4,Kritis,Perlu Penggantian,2853,8,5025,3,repair
LEXI,2018,38765,4,Perlu Ganti,Perlu Penggantian,1282,6,9691,1,repair
MT-15,2019,27326,3,Kritis,Perlu Penggantian,4038,10,9108,3,repair
MIO-M3 125,2022,0,0,Baik,Baik,0,2,0,0,rutin
MT-15,2021,9872,1,Kritis,Baik,400,9,9872,2,repair
MIO,2020,21394,2,Perlu Ganti,Perlu Penyetelan,2755,5,10697,1,repair
LEXI,2021,8703,1,Baik,Baik,1024,1,8703,0,rutin
ALL-NEW-NMAX,2019,20719,3,Kritis,Perlu Penyetelan,3285,5,6906,0,rutin
NMAX-NEO-S,2022,447,0,Baik,Baik,425,2,447,0,rutin
FREE-GO-S,2022,0,0,Kritis,Baik,0,9,0,1,repair
ALL-NEW-AEROX,2018,38101,4,Perlu Ganti,Perlu Penggantian,51,5,9525,1,repair
LEXI,2019,31822,3,Baik,Perlu Penggantian,136,3,10607,1,repair
NMAX-NEO-S,2020,29359,2,Kritis,Perlu Penggantian,2722,11,14679,3,repair
NMAX-NEO-S,2021,15113,1,Perlu Ganti,Perlu Penyetelan,2780,5,15113,0,rutin
ALL-NEW-NMAX,2020,17388,2,Baik,Perlu Penyetelan,279,1,8694,0,rutin
MIO,2022,496,0,Baik,Baik,141,3,496,0,rutin
R15,2021,12201,1,Kritis,Baik,4808,6,12201,0,rutin
ALL-NEW-AEROX,2020,20035,2,Perlu Ganti,Perlu Penyetelan,2529,6,10017,1,repair
