Tgl FJB,No FJB,Kode Cust,Kode Unit Motor,Tahun Kendaraan,Kilometer,Jns Service,Kondisi_Oli,Kondisi_Rem,Bulan_Terakhir_Ganti_Oli,KM_Terakhir_Ganti_Oli,Usia_Kendaraan,Jumlah_Keluhan,KM_Per_Tahun
13-02-2022,FJB/5624/SBY/PL/2485,SBY1048598,LEXI,2022,0,Repair,Kritis,Baik,12,0,0,1,0
13-02-2022,FJB/7558/SBY/PL/9894,SBY2212310,ALL-NEW-NMAX,2020,12688,Rutin,Kritis,Baik,10,610,2,0,6344
13-02-2022,FJB/6991/SBY/PL/1107,SBY6849059,LEXI,2022,445,Rutin,Baik,Baik,2,27,0,0,445
13-02-2022,FJB/7583/SBY/PL/6865,SBY5533640,ALL-NEW-NMAX,2021,8347,Rutin,Kritis,Baik,6,3979,1,0,8347
13-02-2022,FJB/6452/SBY/PL/2517,SBY6079664,NMAX-NEO-S,2022,428,Kupon Gratis I (DUA),Baik,Baik,4,63,0,0,428
13-02-2022,FJB/6742/SBY/PL/5516,SBY1171566,X-MAX-CONNEC,2018,30589,Repair,Kritis,Perlu Penggantian,8,4658,4,3,7647
14-02-2022,FJB/7111/SBY/PL/8765,SBY8130112,ALL-NEW-NMAX,2022,387,Rutin,Perlu Ganti,Baik,7,210,0,0,387
14-02-2022,FJB/3337/SBY/PL/8159,SBY2670977,ALL-NEW-AEROX,2022,0,Repair,Kritis,Baik,12,0,0,2,0
14-02-2022,FJB/2625/SBY/PL/8984,SBY7449869,NMAX-NEO-S,2019,42497,Repair,Baik,Perlu Penggantian,2,949,3,2,14165
14-02-2022,FJB/9400/SBY/PL/2732,SBY2194271,XSR 155,2022,88,Repair,Kritis,Baik,11,76,0,1,88
14-02-2022,FJB/6416/SBY/PL/4657,SBY9606883,XSR 155,2018,47427,Repair,Kritis,Perlu Penggantian,6,4931,4,4,11856
14-02-2022,FJB/7680/SBY/PL/4282,SBY1711406,MIO-M3 125,2021,7131,Rutin,Baik,Baik,2,333,1,0,7131
15-02-2022,FJB/4577/SBY/PL/7681,SBY1829365,MIO-M3 125,2022,471,Rutin,Kritis,Baik,11,64,0,1,471
15-02-2022,FJB/6529/SBY/PL/3244,SBY8559872,FREE-GO-S,2019,27714,Rutin,Baik,Perlu Penggantian,1,366,3,0,9238
15-02-2022,FJB/4042/SBY/PL/2194,SBY4355208,NMAX-NEO-S,2019,28529,Repair,Baik,Perlu Penggantian,2,534,3,1,9509
15-02-2022,FJB/6439/SBY/PL/4188,SBY3271119,NMAX-NEO-S,2022,473,Rutin,Perlu Ganti,Baik,7,179,0,1,473
15-02-2022,FJB/4991/SBY/PL/5885,SBY8970374,MIO-M3 125,2018,36134,Repair,Perlu Ganti,Perlu Penggantian,3,2433,4,2,9033
15-02-2022,FJB/6571/SBY/PL/2374,SBY7917056,MIO,2022,0,Rutin,Perlu Ganti,Baik,7,0,0,0,0
15-02-2022,FJB/1488/SBY/PL/1248,SBY4726015,ALL-NEW-AEROX,2020,24502,Repair,Baik,Perlu Penyetelan,3,1564,2,2,12251
15-02-2022,FJB/3574/SBY/PL/4430,SBY8805715,NMAX-NEO-S,2019,23449,Repair,Kritis,Perlu Penyetelan,12,9686,3,1,7816
15-02-2022,FJB/2931/SBY/PL/3101,SBY2341901,ALL-NEW-AEROX,2020,26822,Jual Part,Perlu Ganti,Perlu Penggantian,5,1427,2,1,13411
15-02-2022,FJB/4305/SBY/PL/4274,SBY3109171,ALL-NEW-AEROX,2021,10586,Kupon Gratis I (DUA),Kritis,Baik,8,4406,1,1,10586
15-02-2022,FJB/3219/SBY/PL/1635,SBY8642841,MT-15,2022,0,Kupon Gratis II (TIGA),Baik,Baik,2,0,0,0,0
15-02-2022,FJB/6407/SBY/PL/1579,SBY2193327,NMAX-NEO-S,2019,45655,Repair,Baik,Perlu Penggantian,3,1390,3,2,15218
15-02-2022,FJB/2221/SBY/PL/4021,SBY4802616,ALL-NEW-AEROX,2022,0,Rutin,Baik,Baik,1,0,0,0,0
15-02-2022,FJB/9057/SBY/PL/3405,SBY8856022,XSR 155,2022,0,Rutin,Perlu Ganti,Baik,7,0,0,0,0
16-02-2022,FJB/8574/SBY/PL/1543,SBY1644687,LEXI,2019,23784,Repair,Kritis,Perlu Penyetelan,10,584,3,1,7928
16-02-2022,FJB/6312/SBY/PL/1559,SBY8633018,MIO,2022,331,Rutin,Baik,Baik,1,295,0,0,331
16-02-2022,FJB/6874/SBY/PL/7612,SBY1009725,XSR 155,2019,34585,Kupon Gratis II (TIGA),Baik,Perlu Penggantian,3,977,3,2,11528
16-02-2022,FJB/1636/SBY/PL/4467,SBY5404354,MIO,2019,30762,Rutin,Kritis,Perlu Penggantian,9,4364,3,1,10254
16-02-2022,FJB/1720/SBY/PL/5143,SBY4238431,FAZZIO-NEO-HY,2020,15829,Repair,Kritis,Perlu Penyetelan,12,7455,2,3,7914
16-02-2022,FJB/5920/SBY/PL/6619,SBY8953779,LEXI,2019,16496,Repair,Kritis,Perlu Penyetelan,12,7554,3,1,5498
16-02-2022,FJB/4635/SBY/PL/5175,SBY8623437,MIO,2022,0,Kupon Gratis II (TIGA),Baik,Baik,1,0,0,0,0
16-02-2022,FJB/6264/SBY/PL/6801,SBY2409652,NMAX-NEO-S,2019,41964,Repair,Kritis,Perlu Penggantian,11,6312,3,3,13988
17-02-2022,FJB/9558/SBY/PL/9203,SBY3024764,NMAX-NEO-S,2020,27405,Repair,Perlu Ganti,Perlu Penggantian,6,2492,2,1,13702
17-02-2022,FJB/4295/SBY/PL/4583,SBY1620994,ALL-NEW-NMAX,2020,11828,Repair,Kritis,Baik,10,5110,2,2,5914
17-02-2022,FJB/3561/SBY/PL/9533,SBY6171870,R15,2020,17282,Repair,Kritis,Perlu Penyetelan,5,3069,2,2,8641
17-02-2022,FJB/9315/SBY/PL/7141,SBY1000473,ALL-NEW-NMAX,2018,38121,Repair,Kritis,Perlu Penggantian,11,1207,4,2,9530
17-02-2022,FJB/1043/SBY/PL/4664,SBY6515063,ALL-NEW-AEROX,2018,49587,Repair,Baik,Perlu Penggantian,4,1145,4,2,12396
17-02-2022,FJB/9427/SBY/PL/2129,SBY9119859,MIO-M3 125,2022,87,Kupon Gratis III (TIGA),Kritis,Baik,12,38,0,2,87
17-02-2022,FJB/1117/SBY/PL/8494,SBY4051160,ALL-NEW-AEROX,2021,14908,Rutin,Baik,Baik,4,675,1,0,14908
18-02-2022,FJB/7562/SBY/PL/9589,SBY2154206,MT-15,2019,19539,Repair,Baik,Perlu Penyetelan,3,862,3,1,6513
18-02-2022,FJB/8337/SBY/PL/5513,SBY9519921,MIO,2019,29118,Repair,Kritis,Perlu Penggantian,10,701,3,2,9706
18-02-2022,FJB/9022/SBY/PL/4885,SBY5219745,MIO-M3 125,2022,291,Repair,Kritis,Baik,12,34,0,1,291
18-02-2022,FJB/5141/SBY/PL/6978,SBY9205562,X-MAX-CONNEC,2021,15416,Rutin,Kritis,Perlu Penyetelan,12,4444,1,0,15416
18-02-2022,FJB/1809/SBY/PL/8391,SBY5532570,XSR 155,2018,45546,Repair,Baik,Perlu Penggantian,3,757,4,1,11386
18-02-2022,FJB/4847/SBY/PL/8376,SBY5291949,FREE-GO-S,2020,17688,Repair,Kritis,Perlu Penyetelan,8,3769,2,3,8844
18-02-2022,FJB/9149/SBY/PL/3260,SBY6477863,XSR 155,2018,46045,Repair,Perlu Ganti,Perlu Penggantian,5,205,4,2,11511
18-02-2022,FJB/5059/SBY/PL/8237,SBY8748583,MIO,2019,30958,Repair,Kritis,Perlu Penggantian,10,2969,3,4,10319
19-02-2022,FJB/7069/SBY/PL/2300,SBY2134380,X-MAX-CONNEC,2020,28756,Repair,Kritis,Perlu Penggantian,9,5413,2,4,14378
19-02-2022,FJB/4417/SBY/PL/6847,SBY5442451,R15,2018,35383,Repair,Baik,Perlu Penggantian,1,439,4,1,8845
19-02-2022,FJB/6466/SBY/PL/6697,SBY3076536,MIO-M3 125,2018,36770,Repair,Kritis,Perlu Penggantian,6,3629,4,3,9192
19-02-2022,FJB/8302/SBY/PL/5133,SBY4547656,FREE-GO-S,2018,36471,Repair,Kritis,Perlu Penggantian,12,674,4,3,9117
19-02-2022,FJB/9212/SBY/PL/8452,SBY3193519,MIO,2019,34091,Rutin,Baik,Perlu Penggantian,2,290,3,0,11363
19-02-2022,FJB/4363/SBY/PL/4902,SBY5899356,LEXI,2020,9681,Repair,Kritis,Baik,5,3716,2,2,4840
19-02-2022,FJB/5120/SBY/PL/5352,SBY9010092,MIO,2018,29957,Repair,Kritis,Perlu Penggantian,10,8495,4,2,7489
19-02-2022,FJB/3885/SBY/PL/4777,SBY6255754,XSR 155,2018,54878,Repair,Kritis,Perlu Penggantian,5,4701,4,3,13719
19-02-2022,FJB/6257/SBY/PL/5395,SBY9635312,ALL-NEW-AEROX,2022,0,Kupon Gratis II (TIGA),Perlu Ganti,Baik,6,0,0,1,0
19-02-2022,FJB/7209/SBY/PL/2419,SBY2372511,ALL-NEW-NMAX,2022,0,Rutin,Kritis,Baik,10,0,0,1,0
19-02-2022,FJB/4325/SBY/PL/6525,SBY2196701,FREE-GO-S,2020,15500,Repair,Kritis,Perlu Penyetelan,11,5458,2,2,7750
20-02-2022,FJB/4824/SBY/PL/8970,SBY2870575,LEXI,2022,0,Rutin,Baik,Baik,2,0,0,0,0
20-02-2022,FJB/2073/SBY/PL/1032,SBY1247387,NMAX-NEO-S,2022,0,Kupon Gratis III (TIGA),Perlu Ganti,Baik,6,0,0,1,0
20-02-2022,FJB/3342/SBY/PL/8919,SBY5924421,FREE-GO-S,2021,4725,Rutin,Baik,Baik,2,1428,1,0,4725
20-02-2022,FJB/8806/SBY/PL/6859,SBY7134588,ALL-NEW-NMAX,2022,243,Repair,Kritis,Baik,8,85,0,1,243
20-02-2022,FJB/6040/SBY/PL/4449,SBY8522452,MIO,2020,24955,Rutin,Baik,Perlu Penyetelan,1,645,2,0,12477
20-02-2022,FJB/9626/SBY/PL/5205,SBY1959663,FREE-GO-S,2020,19468,Rutin,Baik,Perlu Penyetelan,2,1283,2,0,9734
20-02-2022,FJB/6425/SBY/PL/4951,SBY6692569,FREE-GO-S,2020,16503,Rutin,Perlu Ganti,Perlu Penyetelan,4,2816,2,0,8251
21-02-2022,FJB/3307/SBY/PL/8906,SBY6284726,MIO,2021,9555,Repair,Kritis,Baik,8,6052,1,1,9555
21-02-2022,FJB/9535/SBY/PL/9087,SBY2360197,ALL-NEW-AEROX,2019,31311,Repair,Baik,Perlu Penggantian,2,69,3,1,10437
21-02-2022,FJB/7235/SBY/PL/9957,SBY9530934,ALL-NEW-NMAX,2022,0,Rutin,Baik,Baik,1,0,0,0,0
22-02-2022,FJB/1110/SBY/PL/6481,SBY1769975,XSR 155,2020,17199,Repair,Kritis,Perlu Penyetelan,10,4716,2,2,8599
22-02-2022,FJB/5939/SBY/PL/1258,SBY3057724,ALL-NEW-AEROX,2018,59971,Repair,Kritis,Perlu Penggantian,9,4525,4,3,14992
23-02-2022,FJB/2078/SBY/PL/1034,SBY4702540,FAZZIO-NEO-HY,2021,8189,Kupon Gratis I (DUA),Kritis,Baik,11,1408,1,1,8189
23-02-2022,FJB/7863/SBY/PL/4828,SBY1145514,FREE-GO-S,2018,20757,Repair,Kritis,Perlu Penggantian,12,7245,4,3,5189
23-02-2022,FJB/1300/SBY/PL/4732,SBY6947150,ALL-NEW-NMAX,2022,0,Kupon Gratis II (TIGA),Baik,Baik,2,0,0,0,0
23-02-2022,FJB/5308/SBY/PL/2208,SBY3511448,FREE-GO-S,2019,27022,Repair,Baik,Perlu Penggantian,3,687,3,2,9007
23-02-2022,FJB/2900/SBY/PL/3539,SBY2532711,LEXI,2022,129,Repair,Kritis,Baik,12,79,0,1,129
23-02-2022,FJB/5009/SBY/PL/7933,SBY6997765,NMAX-NEO-S,2019,36584,Repair,Kritis,Perlu Penggantian,9,2666,3,4,12194
24-02-2022,FJB/2678/SBY/PL/2525,SBY6442931,NMAX-NEO-S,2022,209,Repair,Kritis,Baik,9,163,0,2,209
24-02-2022,FJB/2152/SBY/PL/3086,SBY7660137,R15,2019,25931,Repair,Kritis,Perlu Penggantian,9,2195,3,3,8643
24-02-2022,FJB/4652/SBY/PL/7331,SBY4098639,X-MAX-CONNEC,2020,28636,Repair,Kritis,Perlu Penggantian,9,4912,2,3,14318
24-02-2022,FJB/3270/SBY/PL/1363,SBY8691903,ALL-NEW-AEROX,2020,18016,Rutin,Baik,Perlu Penyetelan,4,309,2,0,9008
24-02-2022,FJB/2601/SBY/PL/1378,SBY2182963,ALL-NEW-NMAX,2022,0,Repair,Kritis,Baik,8,0,0,1,0
24-02-2022,FJB/2462/SBY/PL/4039,SBY9195850,NMAX-NEO-S,2020,25511,Repair,Kritis,Perlu Penggantian,10,4264,2,3,12755
25-02-2022,FJB/8309/SBY/PL/2838,SBY9649617,LEXI,2019,15565,Repair,Perlu Ganti,Perlu Penyetelan,5,2160,3,1,5188
25-02-2022,FJB/4253/SBY/PL/4298,SBY8618380,NMAX-NEO-S,2018,41921,Repair,Kritis,Perlu Penggantian,8,2873,4,3,10480
25-02-2022,FJB/4464/SBY/PL/8422,SBY4734754,FAZZIO-NEO-HY,2022,0,Repair,Perlu Ganti,Baik,5,0,0,1,0
26-02-2022,FJB/8353/SBY/PL/1059,SBY1844741,MIO-M3 125,2022,395,Rutin,Kritis,Baik,8,3,0,0,395
26-02-2022,FJB/8993/SBY/PL/6139,SBY2039830,X-MAX-CONNEC,2022,0,Repair,Kritis,Baik,8,0,0,2,0
26-02-2022,FJB/1527/SBY/PL/4094,SBY6765471,MT-15,2020,25357,Repair,Baik,Perlu Penggantian,1,1180,2,1,12678
27-02-2022,FJB/7941/SBY/PL/2334,SBY2523391,X-MAX-CONNEC,2021,8471,Repair,Kritis,Baik,10,6619,1,2,8471
27-02-2022,FJB/7447/SBY/PL/1359,SBY7334498,ALL-NEW-AEROX,2021,13090,Jual Part,Baik,Baik,1,54,1,0,13090
27-02-2022,FJB/9842/SBY/PL/1419,SBY1636899,R15,2019,36125,Repair,Kritis,Perlu Penggantian,8,3063,3,3,12041
27-02-2022,FJB/4617/SBY/PL/9436,SBY1427163,MIO,2022,0,Rutin,Baik,Baik,4,0,0,0,0
27-02-2022,FJB/5919/SBY/PL/7851,SBY9460402,R15,2022,302,Rutin,Kritis,Baik,12,219,0,0,302
27-02-2022,FJB/6550/SBY/PL/8686,SBY5002324,R15,2021,13092,Rutin,Perlu Ganti,Baik,5,2627,1,0,13092
27-02-2022,FJB/2618/SBY/PL/4543,SBY2699237,FILANO-NEO,2018,32025,Repair,Baik,Perlu Penggantian,2,1641,4,1,8006
27-02-2022,FJB/7897/SBY/PL/7289,SBY8962363,ALL-NEW-NMAX,2022,405,Repair,Kritis,Baik,12,346,0,2,405
27-02-2022,FJB/2395/SBY/PL/9910,SBY5661061,X-MAX-CONNEC,2019,30072,Repair,Kritis,Perlu Penggantian,10,4347,3,3,10024
27-02-2022,FJB/7842/SBY/PL/3729,SBY4767079,ALL-NEW-NMAX,2019,14958,Repair,Kritis,Perlu Penyetelan,7,4766,3,1,4986
27-02-2022,FJB/9978/SBY/PL/5225,SBY1489358,MT-15,2019,42249,Repair,Kritis,Perlu Penggantian,12,7821,3,3,14083
27-02-2022,FJB/6422/SBY/PL/5962,SBY7330981,ALL-NEW-NMAX,2018,20103,Repair,Kritis,Perlu Penggantian,8,2853,4,3,5025
28-02-2022,FJB/4157/SBY/PL/5867,SBY5367598,LEXI,2018,38765,Repair,Perlu Ganti,Perlu Penggantian,6,1282,4,1,9691
28-02-2022,FJB/4079/SBY/PL/6307,SBY4241655,MT-15,2019,27326,Repair,Kritis,Perlu Penggantian,10,4038,3,3,9108
28-02-2022,FJB/2613/SBY/PL/7077,SBY3036958,MIO-M3 125,2022,0,Kupon Gratis I (DUA),Baik,Baik,2,0,0,0,0
28-02-2022,FJB/4613/SBY/PL/1564,SBY4318617,MT-15,2021,9872,Repair,Kritis,Baik,9,400,1,2,9872
28-02-2022,FJB/3777/SBY/PL/7632,SBY4513651,MIO,2020,21394,Repair,Perlu Ganti,Perlu Penyetelan,5,2755,2,1,10697
28-02-2022,FJB/5823/SBY/PL/2964,SBY2876958,LEXI,2021,8703,Rutin,Baik,Baik,1,1024,1,0,8703
28-02-2022,FJB/6204/SBY/PL/8610,SBY6697793,FAZZIO-NEO-HY,2019,24234,Jual Part,Perlu Ganti,Perlu Penyetelan,7,1264,3,0,8078
28-02-2022,FJB/3341/SBY/PL/1210,SBY3201534,ALL-NEW-NMAX,2019,20719,Rutin,Kritis,Perlu Penyetelan,5,3285,3,0,6906
28-02-2022,FJB/1157/SBY/PL/2364,SBY7960658,NMAX-NEO-S,2022,447,Rutin,Baik,Baik,2,425,0,0,447
01-03-2022,FJB/7588/SBY/PL/6772,SBY6427633,FREE-GO-S,2022,0,Repair,Kritis,Baik,9,0,0,1,0
01-03-2022,FJB/3621/SBY/PL/4817,SBY4598107,ALL-NEW-AEROX,2018,38101,Repair,Perlu Ganti,Perlu Penggantian,5,51,4,1,9525
01-03-2022,FJB/3025/SBY/PL/9391,SBY6381869,LEXI,2019,31822,Repair,Baik,Perlu Penggantian,3,136,3,1,10607
01-03-2022,FJB/9407/SBY/PL/4490,SBY4304895,NMAX-NEO-S,2020,29359,Repair,Kritis,Perlu Penggantian,11,2722,2,3,14679
01-03-2022,FJB/2725/SBY/PL/5943,SBY4829743,NMAX-NEO-S,2021,15113,Kupon Gratis I (DUA),Perlu Ganti,Perlu Penyetelan,5,2780,1,0,15113
01-03-2022,FJB/6272/SBY/PL/9972,SBY3935102,ALL-NEW-NMAX,2020,17388,Rutin,Baik,Perlu Penyetelan,1,279,2,0,8694
02-03-2022,FJB/3840/SBY/PL/6424,SBY2248907,MIO,2022,496,Rutin,Baik,Baik,3,141,0,0,496
02-03-2022,FJB/7530/SBY/PL/5673,SBY4826527,R15,2021,12201,Rutin,Kritis,Baik,6,4808,1,0,12201
02-03-2022,FJB/5026/SBY/PL/3003,SBY4652785,ALL-NEW-AEROX,2020,20035,Repair,Perlu Ganti,Perlu Penyetelan,6,2529,2,1,10017
02-03-2022,FJB/3145/SBY/PL/2135,SBY6742458,MIO,2021,8471,Rutin,Baik,Baik,2,349,1,0,8471
03-03-2022,FJB/6371/SBY/PL/4746,SBY9021207,LEXI,2021,5976,Rutin,Perlu Ganti,Baik,5,1312,1,0,5976
03-03-2022,FJB/7551/SBY/PL/3791,SBY3364313,MIO,2018,46086,Repair,Baik,Perlu Penggantian,4,542,4,1,11521
03-03-2022,FJB/4410/SBY/PL/9161,SBY2236916,X-MAX-CONNEC,2018,49885,Repair,Baik,Perlu Penggantian,1,680,4,1,12471
03-03-2022,FJB/9703/SBY/PL/2550,SBY8636023,MIO-M3 125,2019,20198,Repair,Kritis,Perlu Penyetelan,6,3114,3,2,6732
03-03-2022,FJB/2427/SBY/PL/5998,SBY5719259,NMAX-NEO-S,2018,41889,Repair,Baik,Perlu Penggantian,2,1759,4,2,10472
03-03-2022,FJB/9974/SBY/PL/7631,SBY2790067,X-MAX-CONNEC,2021,7526,Kupon Gratis III (TIGA),Baik,Baik,1,715,1,0,7526
04-03-2022,FJB/7785/SBY/PL/3713,SBY8531306,ALL-NEW-AEROX,2019,44582,Kupon Gratis I (DUA),Kritis,Perlu Penggantian,12,8539,3,3,14860
04-03-2022,FJB/3434/SBY/PL/4710,SBY3229403,ALL-NEW-AEROX,2022,0,Repair,Kritis,Baik,11,0,0,2,0
04-03-2022,FJB/4762/SBY/PL/5804,SBY2872517,MIO,2019,36031,Kupon Gratis II (TIGA),Perlu Ganti,Perlu Penggantian,2,2148,3,2,12010
04-03-2022,FJB/6331/SBY/PL/3519,SBY3684179,ALL-NEW-AEROX,2019,42150,Repair,Kritis,Perlu Penggantian,9,60,3,3,14050
04-03-2022,FJB/9185/SBY/PL/9031,SBY6397543,X-MAX-CONNEC,2018,48110,Repair,Kritis,Perlu Penggantian,12,4118,4,2,12027
04-03-2022,FJB/2777/SBY/PL/5628,SBY4387050,MT-15,2022,363,Rutin,Perlu Ganti,Baik,7,170,0,0,363
05-03-2022,FJB/8356/SBY/PL/9199,SBY3436557,X-MAX-CONNEC,2022,303,Rutin,Perlu Ganti,Baik,5,245,0,0,303
05-03-2022,FJB/3979/SBY/PL/2601,SBY1424314,ALL-NEW-NMAX,2020,9801,Rutin,Baik,Baik,1,573,2,0,4900
05-03-2022,FJB/9371/SBY/PL/3078,SBY4601700,ALL-NEW-AEROX,2019,26136,Repair,Perlu Ganti,Perlu Penggantian,6,2291,3,2,8712
05-03-2022,FJB/9323/SBY/PL/9872,SBY2213185,X-MAX-CONNEC,2021,15572,Repair,Kritis,Perlu Penyetelan,12,105,1,3,15572
05-03-2022,FJB/9250/SBY/PL/9951,SBY5564554,FILANO-NEO,2021,7302,Rutin,Baik,Baik,2,1416,1,0,7302
05-03-2022,FJB/3711/SBY/PL/9806,SBY2689810,XSR 155,2022,345,Repair,Baik,Baik,3,70,0,1,345
05-03-2022,FJB/6531/SBY/PL/6312,SBY9591762,XSR 155,2018,54106,Repair,Kritis,Perlu Penggantian,5,4135,4,2,13526
05-03-2022,FJB/8751/SBY/PL/6053,SBY3420847,MT-15,2021,10829,Repair,Kritis,Baik,11,3980,1,1,10829
06-03-2022,FJB/1617/SBY/PL/6467,SBY1361939,NMAX-NEO-S,2020,23938,Repair,Kritis,Perlu Penyetelan,11,1815,2,1,11969
06-03-2022,FJB/3667/SBY/PL/7263,SBY6578875,ALL-NEW-AEROX,2018,36277,Repair,Kritis,Perlu Penggantian,12,7321,4,2,9069
06-03-2022,FJB/7972/SBY/PL/3984,SBY8608707,ALL-NEW-AEROX,2021,7450,Rutin,Perlu Ganti,Baik,5,2347,1,0,7450
06-03-2022,FJB/1852/SBY/PL/9959,SBY6327824,LEXI,2019,26536,Repair,Kritis,Perlu Penggantian,12,4610,3,2,8845
06-03-2022,FJB/4749/SBY/PL/4455,SBY7440261,ALL-NEW-AEROX,2020,16783,Rutin,Baik,Perlu Penyetelan,3,1213,2,0,8391
06-03-2022,FJB/9543/SBY/PL/3261,SBY9694764,MIO-M3 125,2018,20031,Repair,Kritis,Perlu Penggantian,7,3256,4,3,5007
06-03-2022,FJB/4965/SBY/PL/7393,SBY2684295,NMAX-NEO-S,2022,340,Repair,Kritis,Baik,9,198,0,2,340
06-03-2022,FJB/5162/SBY/PL/4288,SBY1163322,X-MAX-CONNEC,2020,28162,Repair,Kritis,Perlu Penggantian,6,3873,2,2,14081
07-03-2022,FJB/3897/SBY/PL/6680,SBY1929694,LEXI,2020,16096,Rutin,Baik,Perlu Penyetelan,2,589,2,0,8048
07-03-2022,FJB/5874/SBY/PL/8953,SBY9461261,LEXI,2021,10625,Rutin,Kritis,Baik,6,3382,1,0,10625
07-03-2022,FJB/9934/SBY/PL/7477,SBY3261290,ALL-NEW-NMAX,2021,10115,Rutin,Baik,Baik,2,704,1,0,10115
07-03-2022,FJB/8552/SBY/PL/7488,SBY8275280,LEXI,2022,420,Repair,Kritis,Baik,9,77,0,2,420
07-03-2022,FJB/7165/SBY/PL/5479,SBY8804565,MIO,2019,19574,Repair,Kritis,Perlu Penyetelan,8,1458,3,1,6524
07-03-2022,FJB/1546/SBY/PL/4261,SBY4250536,FREE-GO-S,2019,20401,Rutin,Kritis,Perlu Penyetelan,10,2135,3,0,6800
07-03-2022,FJB/1383/SBY/PL/4590,SBY8049686,MIO-M3 125,2018,38245,Repair,Kritis,Perlu Penggantian,5,4236,4,2,9561
07-03-2022,FJB/8553/SBY/PL/2059,SBY1484367,FILANO-NEO,2018,39512,Rutin,Kritis,Perlu Penggantian,9,1181,4,0,9878
07-03-2022,FJB/7789/SBY/PL/4297,SBY4326895,XSR 155,2021,13530,Rutin,Baik,Baik,2,1617,1,0,13530
08-03-2022,FJB/8275/SBY/PL/8828,SBY1014337,MIO-M3 125,2019,21830,Kupon Gratis I (DUA),Kritis,Perlu Penyetelan,8,3333,3,2,7276
08-03-2022,FJB/1686/SBY/PL/4745,SBY4523025,NMAX-NEO-S,2019,24761,Repair,Kritis,Perlu Penyetelan,11,7906,3,2,8253
08-03-2022,FJB/6055/SBY/PL/9657,SBY3240534,MIO-M3 125,2019,15642,Rutin,Baik,Perlu Penyetelan,2,954,3,0,5214
08-03-2022,FJB/8439/SBY/PL/1729,SBY7395087,XSR 155,2019,30344,Repair,Perlu Ganti,Perlu Penggantian,3,2704,3,2,10114
08-03-2022,FJB/8226/SBY/PL/3054,SBY8155123,XSR 155,2019,41097,Repair,Kritis,Perlu Penggantian,8,1517,3,3,13699
08-03-2022,FJB/1511/SBY/PL/2868,SBY5317219,ALL-NEW-AEROX,2020,17114,Rutin,Perlu Ganti,Perlu Penyetelan,2,2290,2,0,8557
08-03-2022,FJB/4172/SBY/PL/6094,SBY6594206,ALL-NEW-AEROX,2021,12303,Rutin,Baik,Baik,2,151,1,0,12303
09-03-2022,FJB/2774/SBY/PL/7020,SBY5040014,NMAX-NEO-S,2019,46840,Repair,Kritis,Perlu Penggantian,8,1850,3,2,15613
09-03-2022,FJB/6143/SBY/PL/6624,SBY1843076,ALL-NEW-AEROX,2018,30422,Repair,Kritis,Perlu Penggantian,5,3752,4,3,7605
09-03-2022,FJB/4214/SBY/PL/7232,SBY8424954,FREE-GO-S,2020,17240,Repair,Baik,Perlu Penyetelan,1,236,2,1,8620
09-03-2022,FJB/4629/SBY/PL/7200,SBY3371688,XSR 155,2022,437,Rutin,Baik,Baik,3,304,0,0,437
09-03-2022,FJB/1596/SBY/PL/3673,SBY2297314,ALL-NEW-AEROX,2019,36623,Repair,Baik,Perlu Penggantian,3,45,3,1,12207
09-03-2022,FJB/2342/SBY/PL/9391,SBY1074734,MIO-M3 125,2019,16452,Repair,Kritis,Perlu Penyetelan,6,3888,3,2,5484
09-03-2022,FJB/9266/SBY/PL/9269,SBY8476582,MIO,2022,0,Rutin,Baik,Baik,3,0,0,0,0
10-03-2022,FJB/2952/SBY/PL/7951,SBY6653169,LEXI,2021,9883,Rutin,Kritis,Baik,11,3284,1,0,9883
10-03-2022,FJB/3317/SBY/PL/7831,SBY3589548,MIO,2021,9938,Kupon Gratis III (TIGA),Perlu Ganti,Baik,6,84,1,0,9938
10-03-2022,FJB/9024/SBY/PL/2374,SBY9521764,ALL-NEW-NMAX,2019,25549,Repair,Kritis,Perlu Penggantian,9,4328,3,2,8516
10-03-2022,FJB/7398/SBY/PL/5230,SBY2279800,MIO,2020,12921,Rutin,Perlu Ganti,Baik,4,2305,2,0,6460
10-03-2022,FJB/4072/SBY/PL/7601,SBY3324583,ALL-NEW-NMAX,2022,0,Rutin,Kritis,Baik,10,0,0,0,0
10-03-2022,FJB/3785/SBY/PL/7106,SBY1560140,X-MAX-CONNEC,2022,0,Rutin,Baik,Baik,3,0,0,0,0
11-03-2022,FJB/5112/SBY/PL/4201,SBY1922955,ALL-NEW-NMAX,2021,8345,Rutin,Perlu Ganti,Baik,5,1225,1,0,8345
11-03-2022,FJB/2033/SBY/PL/1936,SBY9019641,ALL-NEW-AEROX,2020,23458,Rutin,Kritis,Perlu Penyetelan,6,5402,2,0,11729
11-03-2022,FJB/6603/SBY/PL/2813,SBY2396505,NMAX-NEO-S,2021,16327,Repair,Kritis,Perlu Penyetelan,7,5077,1,2,16327
11-03-2022,FJB/2501/SBY/PL/5225,SBY8476153,X-MAX-CONNEC,2018,31969,Rutin,Perlu Ganti,Perlu Penggantian,6,298,4,0,7992
11-03-2022,FJB/6579/SBY/PL/2010,SBY7651808,FILANO-NEO,2018,21920,Rutin,Baik,Perlu Penggantian,4,140,4,1,5480
